PROV_TERR_EN,BENEFICIARY_NAME_EN,BENEFICIARY_BAND_NBR,ASSET_CLASS_EN,PROJECT_NAME_EN,PROJECT_DESC_EN,PROJECT_STAGE_EN,LATITUDE,LONGITUDE,COORD_SYS
Alberta,Dene Tha' First Nation,448,Water and wastewater,Source Water Protection Plan,Source water protection plans for various First Nations in Alberta.,Ongoing,58.69815148,-118.69126662,GCS_North_American_1983_CSRS
Alberta,Fort McMurray #468 First Nation,468,Solid waste management,Fort McMurray First Nation and Chipewyan Prairie First Nation Solid Waste Management Feasibility Study,Solid waste management feasibility study.,Completed,56.41352732,-111.15746375,GCS_North_American_1983_CSRS
Alberta,Fort McMurray #468 First Nation,468,Water and wastewater,Wastewater System,Project for a wastewater system at Fort McMurray First Nation.,Completed,56.41352732,-111.15746375,GCS_North_American_1983_CSRS
Alberta,Fort McMurray #468 First Nation,468,Housing,Lot Servicing,Lot servicing for 10 lots. Budget 2018 year 1 project.,Completed,56.41352732,-111.15746375,GCS_North_American_1983_CSRS
Alberta,Fort McMurray #468 First Nation,468,Housing,Renovation,Renovation project for 10 units. Budget 2018 year 1 project.,Completed,56.41352732,-111.15746375,GCS_North_American_1983_CSRS
Alberta,Fort McKay First Nation,467,Education facilities,New School Design,A feasibility study for the design and construction of a new school.,Ongoing,57.17950646,-111.63491271,GCS_North_American_1983_CSRS
Alberta,Fort McKay First Nation,467,Fundamental community infrastructure,Fire Prevention and Protection Plan,Additional capacity in fire protection.,Ongoing,57.17950646,-111.63491271,GCS_North_American_1983_CSRS
Alberta,Kehewin Cree Nation,466,Transformation,First Nations Asset Management,The Asset Management Program (AMP) is a new Capital Facilities and Maintenance Program initiative that supports Indigenous communities to manage their infrastructure in a more sustainable way by allowing communities to manage assets proactively and take preventative measures. The AMP supports improved service levels and better medium and long-term social and economic outcomes for community residents. ,Ongoing,54.11608845,-110.85709438,GCS_North_American_1983_CSRS
Alberta,Frog Lake First Nation,465,Solid waste management,Interim Waste Management,This project is to provide interim waste management through waste bins hauling and assessment of the waste site.,Completed,53.95750197,-110.4008053,GCS_North_American_1983_CSRS
Alberta,Frog Lake First Nation,465,Education facilities,School Design,Design and construction of a new high school addition to the existing community recreation centre and repair and renovation of the existing Chief Napeweaw Comprehensive School.,Ongoing,53.95750197,-110.4008053,GCS_North_American_1983_CSRS
Alberta,Frog Lake First Nation,465,Fundamental community infrastructure,Fire Truck Replacement,Replacement of a fire truck to enhance fire protection services in the nation.,Completed,53.95750197,-110.4008053,GCS_North_American_1983_CSRS
Alberta,Frog Lake First Nation,465,Water and wastewater,First Nations Training Program Water Communications Strategy,This program is to provide training and support to First Nations water and wastewater operators. ,Ongoing,53.95750197,-110.4008053,GCS_North_American_1983_CSRS
Alberta,Frog Lake First Nation,465,Water and wastewater,Circuit Rider Training Program ,This program is to provide training and support to First Nations water and wastewater operators. ,Ongoing,53.95750197,-110.4008053,GCS_North_American_1983_CSRS
Alberta,Cold Lake First Nations,464,Water and wastewater,Source Water Protection Plan,Source water protection plans for various First Nations in Alberta.,Ongoing,54.33705071,-110.23618246,GCS_North_American_1983_CSRS
Alberta,Cold Lake First Nations,464,Water and wastewater,Regional Water System,Project for the design and construction of a water system at Cold Lake First Nations to provide safe and potable drinking water for the community.,Ongoing,54.33705071,-110.23618246,GCS_North_American_1983_CSRS
Alberta,Cold Lake First Nations,464,Energy sustainability and connectivity,Regional Comprehensive Community Planning Workshop,Alberta region is hosting a comprehensive community planning workshop.,Completed,54.33705071,-110.23618246,GCS_North_American_1983_CSRS
Alberta,Cold Lake First Nations,464,Housing,Unit Renovation Project,To complete renovations of 10 housing units.,Completed,54.33705071,-110.23618246,GCS_North_American_1983_CSRS
Alberta,Cold Lake First Nations,464,Solid waste management,Addendum to Feasibility Study,Feasibility study requires addendum.,Ongoing,54.33705071,-110.23618246,GCS_North_American_1983_CSRS
Alberta,Cold Lake First Nations,464,Solid waste management,Solid Waste Management Program Support,Solid waste capacity operator training community awareness delivery.,Ongoing,54.33705071,-110.23618246,GCS_North_American_1983_CSRS
Alberta,Bigstone Cree Nation,458,Water and wastewater,Water and Sewer Systems,Feasibility study to determine water and sewer servicing needs and options.,Ongoing,55.94642528,-113.78296004,GCS_North_American_1983_CSRS
Alberta,Bigstone Cree Nation,458,Housing,New Construction,Constructing at least 10 housing units. Budget 2018 year 1 project.,Ongoing,55.94642528,-113.78296004,GCS_North_American_1983_CSRS
Alberta,Bigstone Cree Nation,458,Housing,Lot Servicing,Lot servicing for 10 Lots. Supporting Budget 2018 year 1 multi-unit housing project.,Ongoing,55.94642528,-113.78296004,GCS_North_American_1983_CSRS
Alberta,Heart Lake First Nation,469,Energy sustainability and connectivity,Community Development Plan,This project will provide the community of Heart Lake First Nation with a comprehensive community development plan that will establish a framework for future physical development (land use and infrastructure) in keeping with the First Nations future vision and goals.,Completed,55.0312881,-111.54004954,GCS_North_American_1983_CSRS
Alberta,Saddle Lake Cree Nation,462,Water and wastewater,Water Design at Whitefish (Goodfish) Lake ,Project for water design at Whitefish (Goodfish) Lake to provide safe and potable drinking water which meets the prescribed standards.,Ongoing,53.97027718,-111.69346805,GCS_North_American_1983_CSRS
Alberta,Saddle Lake Cree Nation,462,Culture and recreation,White Fish Lake Recreation Centre Upgrades,The recreational building needs upgrades (mechanical electrical roofing and sprinkler system) so that the centre can be open to all community members and provide recreational activities to the community.,Completed,53.97027718,-111.69346805,GCS_North_American_1983_CSRS
Alberta,Saddle Lake Cree Nation,462,Culture and recreation,Arena/Recreation Centre Renovation,The arena and recreation centre at Saddle Lake is in need of renovations that include roofing for the entire complex mechanical and exterior door/window repair/replacements. This project will benefit the whole community.,Completed,53.97027718,-111.69346805,GCS_North_American_1983_CSRS
Alberta,Saddle Lake Cree Nation,462,Fundamental community infrastructure,Firefighter Training Initiative,Project for firefighter training a program that will benefit the entire community.,Ongoing,53.97027718,-111.69346805,GCS_North_American_1983_CSRS
Alberta,Fort McKay First Nation,467,Water and wastewater,Drainage Upgrades,Correct drainage problems in the community. Study done. Ongoing the First Nation is using its own resources for the water runoff in homes  to prevent flooding. The nation has already invested 3000000 of their own dollars into this and is requesting reimbursement. This is a cost-shared project.,Completed,57.17950646,-111.63491271,GCS_North_American_1983_CSRS
Alberta,Saddle Lake Cree Nation,462,Housing,Down Payment Assistance Program,Provide training opportunities for individuals to enter into homeownership in partnership with the Canadian Home Program.,Ongoing,53.97027718,-111.69346805,GCS_North_American_1983_CSRS
Alberta,Saddle Lake Cree Nation,462,Housing,Housing Mentorship Program,Support First Nations housing programs with basic home maintenance training.,Completed,53.97027718,-111.69346805,GCS_North_American_1983_CSRS
Alberta,Saddle Lake Cree Nation,462,Solid waste management,Garbage Truck Motor Replacement,This project is to replace a garbage truck motor.,Completed,53.97027718,-111.69346805,GCS_North_American_1983_CSRS
Alberta,Saddle Lake Cree Nation,462,Solid waste management,Addendum to Feasibility Study,Feasibility study requires addendum.,Ongoing,53.97027718,-111.69346805,GCS_North_American_1983_CSRS
Alberta,Saddle Lake Cree Nation,462,Solid waste management,Intermediate Measures,Closing landfill and hauling waste to offsite landfill.,Completed,53.97027718,-111.69346805,GCS_North_American_1983_CSRS
Alberta,Saddle Lake Cree Nation,462,Solid waste management,Interim Waste Measures,Trench closed hauling services.,Ongoing,53.97027718,-111.69346805,GCS_North_American_1983_CSRS
Alberta,Saddle Lake Cree Nation,462,Solid waste management,Interim Waste Measures,Dump expansion and truck repairs.,Completed,53.97027718,-111.69346805,GCS_North_American_1983_CSRS
Alberta,Whitefish Lake First Nation ,459,Water and wastewater,Circuit Rider Training Program ,This program is to provide training and support to First Nations water and wastewater operators. ,Ongoing,55.91889578,-115.64807171,GCS_North_American_1983_CSRS
Alberta,Whitefish Lake First Nation ,459,Energy sustainability and connectivity,Fibre Optic Network Ring,Extention of initial pilot project funded in 2015-2016. Utilizing the fibre rings will reduce costs by aggregating bandwidth and subsequently increasing singular bandwidth to 20MB/s without any additional operating costs.,Ongoing,55.91889578,-115.64807171,GCS_North_American_1983_CSRS
Alberta,Whitefish Lake First Nation ,459,Fundamental community infrastructure,Fire Prevention and Protection Plan,Additional capacity in fire protection.,Ongoing,55.91889578,-115.64807171,GCS_North_American_1983_CSRS
Alberta,Whitefish Lake First Nation ,459,Water and wastewater,New Vacuum Truck,Purchase of a new vacuum truck to meet community needs.,Completed,55.91889578,-115.64807171,GCS_North_American_1983_CSRS
Alberta,Whitefish Lake First Nation ,459,Education facilities,School Repairs,This project is to address health and safety requirements. The school will require more extensive renovations.  ,Ongoing,55.91889578,-115.64807171,GCS_North_American_1983_CSRS
Alberta,Whitefish Lake First Nation ,459,Fundamental community infrastructure,Fire Hall Renovation,The exterior and interior of the fire hall will be renovated to include an updated furnace electrical repairs paint and new flooring. Interior upgrades will make it more accessible and functional for fire fighters.,Completed,55.91889578,-115.64807171,GCS_North_American_1983_CSRS
Alberta,Bigstone Cree Nation,458,Solid waste management,Repair Garbage Collection Trucks,Funds used to repair garbage collection trucks.,Completed,55.94642528,-113.78296004,GCS_North_American_1983_CSRS
Alberta,Bigstone Cree Nation,458,Solid waste management,Solid Waste Management Feasibility Study Addendum and Facility Design,Study completed in 2017. Addendum underway. $200000 for engineering services following the addendum.,Ongoing,55.94642528,-113.78296004,GCS_North_American_1983_CSRS
Alberta,Bigstone Cree Nation,458,Energy sustainability and connectivity,Land Use Planning ,Funding support to develop a community-led land use plan that underlines community's vision including priorities strategies and policies for lands and resources use and infrastructure development.,Completed,55.94642528,-113.78296004,GCS_North_American_1983_CSRS
Alberta,Duncan's First Nation,451,Housing,Housing Policies/Infrastructure Plan,To create and implement new housing policies and infrastructure plan.,Completed,56.10208054,-117.86502901,GCS_North_American_1983_CSRS
